Probe_name	Gene_Name	Gene_desc	Tumor_1_ERPos_expr	Tumor_2_ERNeg_expr
U00944_AT	CXorf45	chromosome X open reading frame 45	102	120
U46023_AT	CXorf6	chromosome X open reading frame 6	233	644
U29463_S_AT	CYB561	cytochrome b-561	710	851
M22976_AT	CYB5A	cytochrome b5 type A (microsomal)	1866	195
M28713_AT	CYB5R3	cytochrome b5 reductase 3	1304	3383
M21186_AT	CYBA	"cytochrome b-245, alpha polypeptide"	710	689
X04011_AT	CYBB	"cytochrome b-245, beta polypeptide (chronic granulomatous disease)"	92	262
J04444_AT	CYC1	cytochrome c-1	2505	1311
M22877_AT	CYCS	"cytochrome c, somatic"	390	413
D38549_AT	CYFIP1	cytoplasmic FMR1 interacting protein 1	1155	1516
L47738_AT	CYFIP2	cytoplasmic FMR1 interacting protein 2	1253	-94
Z22780_AT	CYLC1	"cylicin, basic protein of sperm head cytoskeleton 1"	21	-102
Z46788_AT	CYLC2	"cylicin, basic protein of sperm head cytoskeleton 2"	79	26
M14565_AT	CYP11A1	"cytochrome P450, family 11, subfamily A, polypeptide 1"	122	256
D16154_AT	CYP11B1	"cytochrome P450, family 11, subfamily B, polypeptide 1"	96	-35
M32879_AT	CYP11B1 /// CYP11B2	"cytochrome P450, family 11, subfamily B, polypeptide 1 /// cytochrome P450, family 11, subfamily B, polypeptide 2"	-1341	-1396
M32879_S_AT	CYP11B1 /// CYP11B2	"cytochrome P450, family 11, subfamily B, polypeptide 1 /// cytochrome P450, family 11, subfamily B, polypeptide 2"	31	304
X54741_AT	CYP11B2	"cytochrome P450, family 11, subfamily B, polypeptide 2"	-425	-734
M31153_AT	CYP17A1	"cytochrome P450, family 17, subfamily A, polypeptide 1"	-545	-598
D21241_XPT1_S_AT	CYP19A1	"cytochrome P450, family 19, subfamily A, polypeptide 1"	51	-237
X13589_AT	CYP19A1	"cytochrome P450, family 19, subfamily A, polypeptide 1"	-30	-1
X02612_AT	CYP1A1	"cytochrome P450, family 1, subfamily A, polypeptide 1"	75	82
L00389_F_AT	CYP1A2	"cytochrome P450, family 1, subfamily A, polypeptide 2"	479	795
M31667_F_AT	CYP1A2	"cytochrome P450, family 1, subfamily A, polypeptide 2"	742	1383
U03688_AT	CYP1B1	"cytochrome P450, family 1, subfamily B, polypeptide 1"	341	306
M17252_AT	CYP21A2	"cytochrome P450, family 21, subfamily A, polypeptide 2"	-330	-409
M26856_S_AT	CYP21A2	"cytochrome P450, family 21, subfamily A, polypeptide 2"	-304	-419
L13286_AT	CYP24A1	"cytochrome P450, family 24, subfamily A, polypeptide 1"	-129	32
X59812_AT	CYP27A1	"cytochrome P450, family 27, subfamily A, polypeptide 1"	995	1558
U22028_AT	CYP2A13	"cytochrome P450, family 2, subfamily A, polypeptide 13"	93	-324
U22028_R_AT	CYP2A13	"cytochrome P450, family 2, subfamily A, polypeptide 13"	-28	76
K03192_F_AT	CYP2A6	"cytochrome P450, family 2, subfamily A, polypeptide 6"	317	91
M33318_R_AT	CYP2A6	"cytochrome P450, family 2, subfamily A, polypeptide 6"	-88	33
X13930_F_AT	CYP2A6	"cytochrome P450, family 2, subfamily A, polypeptide 6"	578	325
M33317_F_AT	CYP2A7	"cytochrome P450, family 2, subfamily A, polypeptide 7"	226	79
U22029_F_AT	CYP2A7	"cytochrome P450, family 2, subfamily A, polypeptide 7"	82	27
M29874_S_AT	CYP2B7P1	"cytochrome P450, family 2, subfamily B, polypeptide 7 pseudogene 1"	3553	35
M61853_AT	CYP2C18	"cytochrome P450, family 2, subfamily C, polypeptide 18"	3	102
X65962_S_AT	CYP2C19	"cytochrome P450, family 2, subfamily C, polypeptide 19"	757	574
M61855_AT	CYP2C9	"cytochrome P450, family 2, subfamily C, polypeptide 9"	139	243
X07618_S_AT	CYP2D6	"cytochrome P450, family 2, subfamily D, polypeptide 6"	-298	981
X07619_S_AT	CYP2D6	"cytochrome P450, family 2, subfamily D, polypeptide 6"	181	571
X16866_AT	CYP2D6	"cytochrome P450, family 2, subfamily D, polypeptide 6"	90	53
H46990_AT	CYP2E1	"Cytochrome P450, family 2, subfamily E, polypeptide 1"	11	0
J02843_AT	CYP2E1	"cytochrome P450, family 2, subfamily E, polypeptide 1"	16	177
J02906_AT	CYP2F1	"cytochrome P450, family 2, subfamily F, polypeptide 1"	559	412
U37143_AT	CYP2J2	"cytochrome P450, family 2, subfamily J, polypeptide 2"	128	74
D00003_AT	CYP3A4	"cytochrome P450, family 3, subfamily A, polypeptide 4"	-312	-202
D00003_S_AT	CYP3A4	"cytochrome P450, family 3, subfamily A, polypeptide 4"	-144	17
J04449_AT	CYP3A4	"cytochrome P450, family 3, subfamily A, polypeptide 4"	142	-125
D00408_S_AT	CYP3A4 /// CYP3A43 /// CYP3A5 /// CYP3A7	"cytochrome P450, family 3, subfamily A, polypeptide 7 /// cytochrome P450, family 3, subfamily A, polypeptide 4 /// cytochrome P450, family 3, subfamily A, polypeptide 5 /// cytochrome P450, family 3, subfamily A, polypeptide 43"	176	69
D00408_AT	CYP3A7	"cytochrome P450, family 3, subfamily A, polypeptide 7"	-20	-77
D13705_S_AT	CYP4A11	"cytochrome P450, family 4, subfamily A, polypeptide 11"	430	367
L04751_AT	CYP4A11	"cytochrome P450, family 4, subfamily A, polypeptide 11"	222	81
J02871_S_AT	CYP4B1	"cytochrome P450, family 4, subfamily B, polypeptide 1"	8	145
X16699_AT	CYP4B1	"cytochrome P450, family 4, subfamily B, polypeptide 1"	-205	-1391
U02388_AT	CYP4F2	"cytochrome P450, family 4, subfamily F, polypeptide 2"	-74	-201
D12620_S_AT	CYP4F2 /// CYP4F3	"cytochrome P450, family 4, subfamily F, polypeptide 3 /// cytochrome P450, family 4, subfamily F, polypeptide 2"	-15	-65
U23942_AT	CYP51A1	"cytochrome P450, family 51, subfamily A, polypeptide 1"	442	587
X56088_S_AT	CYP7A1	"cytochrome P450, family 7, subfamily A, polypeptide 1"	-34	-23
U62015_AT	CYR61	"cysteine-rich, angiogenic inducer, 61"	243	2939
M98528_AT	D4S234E	DNA segment on chromosome 4 (unique) 234 expressed sequence	-36	-30
U53446_AT	DAB2	"disabled homolog 2, mitogen-responsive phosphoprotein (Drosophila)"	568	805
D15057_AT	DAD1	defender against cell death 1	958	1462
L19711_AT	DAG1	dystroglycan 1 (dystrophin-associated glycoprotein 1)	394	450
X13227_AT	DAO	D-amino-acid oxidase	223	-210
X76105_AT	DAP	death-associated protein	91	1006
U18321_AT	DAP3	death associated protein 3	483	401
X76104_AT	DAPK1	death-associated protein kinase 1	129	394
X85785_RNA1_AT	DARC	"Duffy blood group, chemokine receptor"	1041	628
J05032_AT	DARS	aspartyl-tRNA synthetase	269	688
AF006041_AT	DAXX	death-associated protein 6	677	2418
U66077_AT	DAZ1 /// DAZ2 /// DAZ3 /// DAZ4	deleted in azoospermia 1 /// deleted in azoospermia 3 /// deleted in azoospermia 2 /// deleted in azoospermia 4	82	143
D31767_AT	DAZAP2	DAZ associated protein 2	6413	2545
U65918_F_AT	DAZL	deleted in azoospermia-like	-53	32
U66726_AT	DAZL	deleted in azoospermia-like	-666	-395
U66726_S_AT	DAZL	deleted in azoospermia-like	-16	83
X13255_AT	DBH	dopamine beta-hydroxylase (dopamine beta-monooxygenase)	63	38
M14200_RNA1_AT	DBI	"diazepam binding inhibitor (GABA receptor modulator, acyl-Coenzyme A binding protein)"	2284	3600
X94563_XPT2_R_AT	DBI	"diazepam binding inhibitor (GABA receptor modulator, acyl-Coenzyme A binding protein)"	1884	906
U00802_S_AT	DBN1	drebrin 1	-364	-269
U48213_AT	DBP	D site of albumin promoter (albumin D-box) binding protein	-294	-607
M19301_AT	DBT	dihydrolipoamide branched chain transacylase E2	87	404
M27093_S_AT	DBT	dihydrolipoamide branched chain transacylase E2	43	0
X66785_AT	DBT	dihydrolipoamide branched chain transacylase E2	2161	751
D29810_AT	DCBLD2	"discoidin, CUB and LCCL domain containing 2"	-1	-89
X76132_AT	DCC	deleted in colorectal carcinoma	603	382
AB000895_AT	DCHS1	dachsous 1 (Drosophila)	-357	618
L24774_S_AT	DCI	"dodecenoyl-Coenzyme A delta isomerase (3,2 trans-enoyl-Coenzyme A isomerase)"	2647	180
M60527_AT	DCK	deoxycytidine kinase	86	61
D42045_AT	DCLRE1A	"DNA cross-link repair 1A (PSO2 homolog, S. cerevisiae)"	-65	-21
D17547_AT	DCT	"dopachrome tautomerase (dopachrome delta-isomerase, tyrosine-related protein 2)"	108	137
S69231_S_AT	DCT	"dopachrome tautomerase (dopachrome delta-isomerase, tyrosine-related protein 2)"	-231	-339
L39874_AT	DCTD	dCMP deaminase	1088	560
U73799_AT	DCTN1	"dynactin 1 (p150, glued homolog, Drosophila)"	160	-176
X98801_AT	DCTN1	"dynactin 1 (p150, glued homolog, Drosophila)"	1054	2621
U50733_AT	DCTN2	dynactin 2 (p50)	1762	484
D84145_AT	DCTN6	dynactin 6	341	174
D87466_AT	DCUN1D4	"DCN1, defective in cullin neddylation 1, domain containing 4 (S. cerevisiae)"	578	920
U32986_S_AT	DDB1	"damage-specific DNA binding protein 1, 127kDa"	2400	2921
U18300_AT	DDB2	"damage-specific DNA binding protein 2, 48kDa"	344	349
M76180_AT	DDC	dopa decarboxylase (aromatic L-amino acid decarboxylase)	-109	126
D89858_AT	DDO	D-aspartate oxidase	259	-54
D29643_AT	DDOST	dolichyl-diphosphooligosaccharide-protein glycosyltransferase	607	1008
U48705_RNA1_S_AT	DDR1	"discoidin domain receptor family, member 1"	2545	3111
X74764_AT	DDR2	"discoidin domain receptor family, member 2"	565	1380
U49785_AT	DDT	D-dopachrome tautomerase	1024	1730
X70649_AT	DDX1	DEAD (Asp-Glu-Ala-Asp) box polypeptide 1	525	683
U28042_AT	DDX10	DEAD (Asp-Glu-Ala-Asp) box polypeptide 10	86	40
U75968_AT	DDX11 /// DDX12 /// LOC642846	"DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 11 (CHL1-like helicase homolog, S. cerevisiae) /// DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 12 (CHL1-like helicase homolog, S. cerevisiae) /// DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 11-like"	955	2051
U59321_AT	DDX17	DEAD (Asp-Glu-Ala-Asp) box polypeptide 17	289	1221
X98743_AT	DDX18	DEAD (Asp-Glu-Ala-Asp) box polypeptide 18	646	1145
U41387_AT	DDX21	DEAD (Asp-Glu-Ala-Asp) box polypeptide 21	333	130
U90426_AT	DDX39	DEAD (Asp-Glu-Ala-Asp) box polypeptide 39	793	2573
U50553_AT	DDX3X	"DEAD (Asp-Glu-Ala-Asp) box polypeptide 3, X-linked"	87	128
X15729_S_AT	DDX5	DEAD (Asp-Glu-Ala-Asp) box polypeptide 5	2383	4068
D17532_AT	DDX6	DEAD (Asp-Glu-Ala-Asp) box polypeptide 6	118	134
Z11685_S_AT	DDX6	DEAD (Asp-Glu-Ala-Asp) box polypeptide 6	110	119
U49352_AT	DECR1	"2,4-dienoyl CoA reductase 1, mitochondrial"	741	748
M26602_AT	DEFA1	"defensin, alpha 1"	-117	-46
X65977_AT	DEFA4	"defensin, alpha 4, corticostatin"	41	-7
M97925_RNA1_AT	DEFA5	"defensin, alpha 5, Paneth cell-specific"	557	558
U33317_RNA1_AT	DEFA6	"defensin, alpha 6, Paneth cell-specific"	895	365
X92744_AT	DEFB1	"defensin, beta 1"	190	-10
Z71389_AT	DEFB4 /// DEFB4P	"defensin, beta 4 /// defensin, beta 4, pseudogene"	-406	-65
X64229_AT	DEK	DEK oncogene (DNA binding)	166	186
X63417_AT	DENND4A	DENN/MADD domain containing 4A	83	-325
M63391_RNA1_AT	DES	desmin	164	-102
U91985_AT	DFFA	"DNA fragmentation factor, 45kDa, alpha polypeptide"	167	235
L77559_AT	DGCR10	DiGeorge syndrome critical region gene 10	-66	-58
L77561_AT	DGCR11	DiGeorge syndrome critical region gene 11	333	724
L77566_AT	DGCR14	DiGeorge syndrome critical region gene 14	-86	-92
D79985_AT	DGCR2	DiGeorge syndrome critical region gene 2	291	-7
X91348_AT	DGCR5	DiGeorge syndrome critical region gene 5 (non-coding)	-149	-280
X96484_AT	DGCR6	DiGeorge syndrome critical region gene 6	1004	1466
L77571_AT	DGCR9	DiGeorge syndrome critical region gene 9	350	-588
X62535_AT	DGKA	"diacylglycerol kinase, alpha 80kDa"	544	489
D63479_S_AT	DGKD	"diacylglycerol kinase, delta 130kDa"	997	870
U49379_AT	DGKE	"diacylglycerol kinase, epsilon 64kDa"	-47	-49
D26135_AT	DGKG	"diacylglycerol kinase, gamma 90kDa"	-274	-133
L38707_AT	DGKQ	"diacylglycerol kinase, theta 110kDa"	476	325
U51477_AT	DGKZ	"diacylglycerol kinase, zeta 104kDa"	754	903
U41668_AT	DGUOK	deoxyguanosine kinase	269	324
D13643_AT	DHCR24	24-dehydrocholesterol reductase	832	640
J00139_S_AT	DHFR /// LOC1720 /// LOC643509	dihydrofolate reductase /// dihydrofolate reductase pseudogene /// similar to Dihydrofolate reductase	255	-21
U59748_AT	DHH	desert hedgehog homolog (Drosophila)	30	109
M94065_AT	DHODH	dihydroorotate dehydrogenase	185	134
U26266_S_AT	DHPS	deoxyhypusine synthase	572	190
U79262_AT	DHPS	deoxyhypusine synthase	1040	863
U31875_AT	DHRS2	dehydrogenase/reductase (SDR family) member 2	2635	302
D50924_AT	DHX34	DEAH (Asp-Glu-Ala-His) box polypeptide 34	367	343
D86977_AT	DHX38	DEAH (Asp-Glu-Ala-His) box polypeptide 38	377	1242
D50487_AT	DHX8	DEAH (Asp-Glu-Ala-His) box polypeptide 8	340	-45
L13848_AT	DHX9	DEAH (Asp-Glu-Ala-His) box polypeptide 9	435	932
U53506_AT	DIO2	"deiodinase, iodothyronine, type II"	-32	-319
S79854_AT	DIO3	"deiodinase, iodothyronine, type III"	-335	-285
U79246_AT	DIS3	DIS3 mitotic control homolog (S. cerevisiae)	15	55
D87002_CDS2_AT	DKFZP434P211	POM121-like protein	-427	-291
AC002045_XPT2_S_AT	DKFZp547E087 /// LOC23117 /// LOC339047 /// LOC388237 /// LOC399491 /// LOC440345 /// LOC440353 /// LOC613037 /// LOC642778 /// LOC642799 /// LOC728734 /// LOC728741 /// LOC728888 /// LOC729602 /// LOC729978 /// LOC730153 /// LOC732109 /// NPIP /// PDXDC2	nuclear pore complex interacting protein /// KIAA0220-like protein /// hypothetical gene LOC283846 /// pyridoxal-dependent decarboxylase domain containing 2 /// hypothetical protein LOC339047 /// similar to kidney-specific protein (KS) /// LOC399491 protein /// hypothetical protein LOC440345 /// nuclear pore complex interacting protein pseudogene /// similar to nuclear pore complex interacting protein /// similar to Protein KIAA0220 /// similar to similar to nuclear pore complex interacting protein	4421	3744
D86974_AT	DKFZp547E087 /// LOC23117 /// LOC440345 /// LOC440353 /// LOC613037 /// LOC728888	KIAA0220-like protein /// hypothetical gene LOC283846 /// hypothetical protein LOC440345 /// nuclear pore complex interacting protein pseudogene /// similar to Protein KIAA0220	15072	17728
U80017_RNA1_AT	DKFZP686M0199 /// DKFZP686P18101 /// GTF2H2 /// LOC728340 /// LOC730394	"general transcription factor IIH, polypeptide 2, 44kDa /// similar to TFIIH basal transcription factor complex p44 subunit (Basic transcription factor 2 44 kDa subunit) (BTF2-p44) (General transcription factor IIH polypeptide 2) /// general transcription factor IIH, polypeptide 2, 44kDa-like"	445	40
Y00978_AT	DLAT	dihydrolipoamide S-acetyltransferase (E2 component of pyruvate dehydrogenase complex)	-1	157
L13761_RNA1_AT	DLD	dihydrolipoamide dehydrogenase	615	460
U13896_AT	DLG1	"discs, large homolog 1 (Drosophila)"	35	-12
U32376_AT	DLG2	"discs, large homolog 2, chapsyn-110 (Drosophila)"	-106	-32
U49089_AT	DLG3	"discs, large homolog 3 (neuroendocrine-dlg, Drosophila)"	1189	214
U83192_AT	DLG4	"discs, large homolog 4 (Drosophila)"	232	305
D13633_AT	DLG7	"discs, large homolog 7 (Drosophila)"	140	347
U67988_AT	DLGAP1	"discs, large (Drosophila) homolog-associated protein 1"	84	10
D26535_S_AT	DLST /// DLSTP	dihydrolipoamide S-succinyltransferase (E2 component of 2-oxo-glutarate complex) /// dihydrolipoamide S-succinyltransferase pseudogene (E2 component of 2-oxo-glutarate complex)	138	332
L07919_AT	DLX2	distal-less homeobox 2	137	-167
U51003_S_AT	DLX2	distal-less homeobox 2	-123	-334
U73328_AT	DLX4	distal-less homeobox 4	283	18
D63882_S_AT	DMC1	"DMC1 dosage suppressor of mck1 homolog, meiosis-specific homologous recombination (yeast)"	-16	-40
D64108_AT	DMC1	"DMC1 dosage suppressor of mck1 homolog, meiosis-specific homologous recombination (yeast)"	19	-122
L35854_AT	DMD	"dystrophin (muscular dystrophy, Duchenne and Becker types)"	-109	-398
M18533_AT	DMD	"dystrophin (muscular dystrophy, Duchenne and Becker types)"	157	2352
S81419_AT	DMD	"dystrophin (muscular dystrophy, Duchenne and Becker types)"	350	348
U89012_AT	DMP1	dentin matrix acidic phosphoprotein	58	115
L08835_RNA2_S_AT	DMPK	dystrophia myotonica-protein kinase	1207	1326
M87313_S_AT	DMPK	dystrophia myotonica-protein kinase	-140	180
L19267_AT	DMWD	"dystrophia myotonica, WD repeat containing"	859	1636
D42046_AT	DNA2L	DNA2 DNA replication helicase 2-like (yeast)	732	310
Z83804_AT	DNAH1	"dynein, axonemal, heavy chain 1"	42	-62
Z83802_AT	DNAH12	"dynein, axonemal, heavy chain 12"	16	44
U61741_AT	DNAH14	"dynein, axonemal, heavy chain 14"	20	-96
Z83805_AT	DNAH3	"dynein, axonemal, heavy chain 3"	54	-180
Z83806_AT	DNAH8	"dynein, axonemal, heavy chain 8"	-13	2
X99947_AT	DNAH9	"dynein, axonemal, heavy chain 9"	93	-29
L08069_AT	DNAJA1	"DnaJ (Hsp40) homolog, subfamily A, member 1"	1462	697
D85429_AT	DNAJB1	"DnaJ (Hsp40) homolog, subfamily B, member 1"	1995	3142
U40992_AT	DNAJB4	"DnaJ (Hsp40) homolog, subfamily B, member 4"	-59	16
U46571_AT	DNAJC7	"DnaJ (Hsp40) homolog, subfamily C, member 7"	299	538
D83195_AT	DNASE1	deoxyribonuclease I	-1086	-991
L44140_CDS4_S_AT	DNASE1L1	deoxyribonuclease I-like 1	331	103
X90392_AT	DNASE1L1	deoxyribonuclease I-like 1	122	252
U56814_AT	DNASE1L3	deoxyribonuclease I-like 3	300	212
AD000092_CDS2_AT	DNASE2	"deoxyribonuclease II, lysosomal"	93	-218
L07807_S_AT	DNM1	dynamin 1	291	200
AF000430_AT	DNM1L	dynamin 1-like	170	78
L36983_AT	DNM2	dynamin 2	151	442
X63692_AT	DNMT1	DNA (cytosine-5-)-methyltransferase 1	915	352
M11722_AT	DNTT	"deoxynucleotidyltransferase, terminal"	64	404
U15552_AT	DNTTIP2	"deoxynucleotidyltransferase, terminal, interacting protein 2"	627	419
D31897_AT	DOC2A	"double C2-like domains, alpha"	405	65
D70830_AT	DOC2B	"double C2-like domains, beta"	-280	-958
D50857_AT	DOCK1	dedicator of cytokinesis 1	620	452
D86964_AT	DOCK2	dedicator of cytokinesis 2	103	152
U70987_AT	DOK1	"docking protein 1, 62kDa (downstream of tyrosine kinase 1)"	-40	-137
J05257_AT	DPEP1	dipeptidase 1 (renal)	142	265
U43843_AT	DPF1	"D4, zinc and double PHD fingers family 1"	-19	128
U94585_AT	DPF2	"D4, zinc and double PHD fingers family 2"	668	1082
U34880_AT	DPH1 /// OVCA2	DPH1 homolog (S. cerevisiae) /// candidate tumor suppressor in ovarian cancer 2	706	270
AF007875_AT	DPM1	"dolichyl-phosphate mannosyltransferase polypeptide 1, catalytic subunit"	480	666
X60708_AT	DPP4	"dipeptidyl-peptidase 4 (CD26, adenosine deaminase complexing protein 2)"	-123	43
M96859_AT	DPP6	dipeptidyl-peptidase 6	163	448
Z22865_AT	DPT	dermatopontin	216	-26
U09178_S_AT	DPYD	dihydropyrimidine dehydrogenase	186	206
U20938_AT	DPYD	dihydropyrimidine dehydrogenase	50	187
D78011_AT	DPYS	dihydropyrimidinase	-22	-156
U97105_AT	DPYSL2	dihydropyrimidinase-like 2	632	742
D78014_AT	DPYSL3	dihydropyrimidinase-like 3	92	192
M97388_AT	DR1	"down-regulator of transcription 1, TBP-binding (negative cofactor 2)"	81	-27
X96506_S_AT	DRAP1	DR1-associated protein 1 (negative cofactor 2 alpha)	1275	2835
M85247_AT	DRD1	dopamine receptor D1	260	154
X58987_AT	DRD1	dopamine receptor D1	-20	28
M30625_S_AT	DRD2	dopamine receptor D2	-409	-325
X51362_S_AT	DRD2	dopamine receptor D2	366	332
L20469_S_AT	DRD3	dopamine receptor D3	240	-222
U32499_S_AT	DRD3	dopamine receptor D3	127	-657
S76942_S_AT	DRD4	dopamine receptor D4	-23	324
M67439_AT	DRD5	dopamine receptor D5	-523	-487
X80754_AT	DRG2	developmentally regulated GTP binding protein 2	1375	1091
U43519_AT	DRP2	dystrophin related protein 2	721	-71
X72925_AT	DSC1	desmocollin 1	-260	-121
U51711_AT	DSC2	desmocollin 2	174	587
X56807_AT	DSC2	desmocollin 2	103	57
D17427_AT	DSC3	desmocollin 3	90	181
X83929_S_AT	DSC3	desmocollin 3	30	-98
U28833_AT	DSCR1	Down syndrome critical region gene 1	107	446
U85265_AT	DSCR1	Down syndrome critical region gene 1	-84	-268
U85267_AT	DSCR1	Down syndrome critical region gene 1	24	322
D83407_AT	DSCR1L1	Down syndrome critical region gene 1-like 1	227	121
X56654_AT	DSG1	desmoglein 1	5	23
Z26317_AT	DSG2	desmoglein 2	972	30
M76482_AT	DSG3	desmoglein 3 (pemphigus vulgaris antigen)	-575	255
M69225_AT	DST	dystonin	119	369
S65738_AT	DSTN	destrin (actin depolymerizing factor)	7264	1864
U46744_AT	DTNA	"dystrobrevin, alpha"	-117	-42
U46746_S_AT	DTNA	"dystrobrevin, alpha"	68	-106
U84540_AT	DTNA	"dystrobrevin, alpha"	-122	117
U84551_CDS2_AT	DTNA	"dystrobrevin, alpha"	-36	-79
L16991_AT	DTYMK /// LOC727761	deoxythymidylate kinase (thymidylate kinase) /// similar to deoxythymidylate kinase (thymidylate kinase)	591	306
X68277_AT	DUSP1	dual specificity phosphatase 1	1686	2742
L11329_AT	DUSP2	dual specificity phosphatase 2	-608	-1282
L05147_AT	DUSP3	dual specificity phosphatase 3 (vaccinia virus phosphatase VH1-related)	-163	-251
U48807_AT	DUSP4	dual specificity phosphatase 4	899	475
U15932_AT	DUSP5	dual specificity phosphatase 5	250	64
X93920_AT	DUSP6	dual specificity phosphatase 6	309	312
X93921_AT	DUSP7	dual specificity phosphatase 7	233	235
U27193_AT	DUSP8	dual specificity phosphatase 8	78	-94
Y08302_AT	DUSP9	dual specificity phosphatase 9	225	262
U31930_AT	DUT	dUTP pyrophosphatase	2889	1059
D38024_AT	DUX4 /// DUX4C /// HPX-2 /// LOC399839 /// LOC401650 /// LOC440013 /// LOC440014 /// LOC440017 /// LOC441056 /// LOC643034 /// LOC649985 /// LOC650252 /// LOC651672 /// LOC651709 /// LOC651855 /// LOC652073 /// LOC652119 /// LOC652291 /// LOC652316 /// LOC652319 /// LOC652596 /// LOC652643 /// LOC652706 /// LOC653541 /// LOC653543 /// LOC653544 /// LOC653545 /// LOC653548 /// LOC728022 /// LOC728410	"double homeobox, 4 /// similar to double homeobox 4c /// double homeobox 4c /// similar to double homeobox, 4"	562	167
U46461_AT	DVL1	"dishevelled, dsh homolog 1 (Drosophila)"	300	144
D86963_AT	DVL3	"dishevelled, dsh homolog 3 (Drosophila)"	1031	2011
Z83800_AT	DYNC2H1	"dynein, cytoplasmic 2, heavy chain 1"	-32	-18
U32944_AT	DYNLL1	"dynein, light chain, LC8-type 1"	4624	1598
D50663_AT	DYNLT1	"dynein, light chain, Tctex-type 1"	2907	540
U02556_AT	DYNLT3	"dynein, light chain, Tctex-type 3"	610	294
D85759_S_AT	DYRK1A	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1A	-173	-214
D86550_AT	DYRK1A	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1A	1043	1153
U52373_S_AT	DYRK1A	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1A	-109	-320
Y09216_AT	DYRK2	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 2	455	180
Y09305_AT	DYRK4	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 4	493	383
S49592_S_AT	E2F1	E2F transcription factor 1	591	1331
