Gene.Chr	MCF7	BT474	ZR751	T47D	MDAMB468	MDAMB231	BT20
CDADC1.13	128	278	173	249	234	192	198
CDAN1.15	1327	1130	1107	1239	905	636	1833
CDC123.10	2174	2708	2533	4568	3739	2723	3236
CDC14A.1	275	149	119	315	545	346	298
CDC14B.9	271	273	398	265	1332	1471	2135
CDC16.13	1695	2376	2612	2181	5364	2444	3056
CDC2.10	1193	2140	3430	6549	5633	2985	3890
CDC20.1	2602	3116	1757	5178	10045	5516	10243
CDC20B.5	2	3	65	857	3	4	0
CDC23.5	2579	2201	1786	3484	2880	2193	3089
CDC25A.3	461	855	1369	935	1750	1417	1300
CDC25B.20	16139	7978	2887	4763	8825	7475	8168
CDC25C.5	403	323	486	746	602	1003	943
CDC26.9	124	172	197	283	165	251	170
CDC27.17	2579	1995	2572	4354	2798	4638	3061
CDC2L1.1	1056	748	475	774	647	689	1050
CDC2L2.1	577	244	201	243	172	197	332
CDC2L5.7	2843	4754	3516	2868	5000	1721	5211
CDC2L6.6	2633	2098	1455	710	4111	779	5817
CDC34.19	2260	1943	1391	1420	1461	1845	1617
CDC37.19	10187	9423	5071	4661	16621	8974	10555
CDC37L1.9	481	286	545	517	899	110	522
CDC40.6	1124	1314	1025	812	2149	621	1968
CDC42.1	3863	5505	4890	4457	5880	3849	5733
CDC42BPA.1	2833	5593	9084	9656	7565	6267	4860
CDC42BPB.14	17580	12446	10171	8464	6216	7648	11612
CDC42BPG.11	5155	5707	1826	3114	4185	137	5450
CDC42EP1.22	769	3264	2795	1986	7294	5559	3993
CDC42EP2.11	280	1046	247	243	444	3049	611
CDC42EP3.2	84	465	225	479	4554	8979	8298
CDC42EP4.17	3092	2875	5977	3851	5930	4253	2999
CDC42EP5.19	48	7	621	17	4	16	185
CDC42SE1.1	9286	5121	12490	8635	6235	2484	7140
CDC42SE2.5	2506	1715	2230	1765	5331	1678	2419
CDC45L.22	1091	1414	1858	1081	1720	2027	2062
CDC5L.6	2360	3303	1624	2888	4218	3315	4175
CDC6.17	831	2149	2709	3518	3236	4218	4064
CDC7.1	343	1028	817	650	2123	803	810
CDC73.1	2313	1814	2003	2938	3026	1107	3649
CDCA2.8	629	815	1259	1665	2769	704	1804
CDCA3.12	807	622	1437	673	890	1629	3777
CDCA4.14	2787	1234	1302	1848	1309	2938	2103
CDCA5.11	2997	6926	2325	5464	4851	4646	4405
CDCA7.2	308	1345	840	2	3433	1819	4549
CDCA7L.7	489	2282	1920	1608	2710	4034	1319
CDCA8.1	1695	1651	2162	3457	5432	3049	3998
CDCP1.3	4	2917	2724	3647	7047	15192	9561
CDCP2.1	0	10	1	0	11	4	2
CDGAP.3	61	76	31	306	1721	851	83
CDH1.16	51206	38622	89223	31364	8430	26	53623
CDH10.5	0	3	17	30	0	0	0
CDH11.16	139	86	9	2	0	0	0
CDH12.5	7	0	2	0	2	2	0
CDH13.16	21	283	60	123	2	1	2
CDH15.16	12	3	10	22	11	4	3
CDH16.16	4	4	7	2	9	0	42
CDH17.8	4	1	2	0	2	4	0
CDH18.5	551	6	8	2	5	29	0
CDH19.18	2	0	1	208	0	0	0
CDH2.18	50	648	106	6	8	16	2
CDH20.18	0	2	1	5	0	6	2
CDH22.20	3	3	4	0	1	2	0
CDH23.10	9	29	162	12	82	8	21
CDH24.14	2195	1007	667	908	655	780	1270
CDH26.20	543	41	10	33	4	2	45
CDH3.16	7189	1664	6914	4477	2763	26	46052
CDH4.20	32	9	20	12	4	3963	43
CDH5.16	4	11	157	0	39	3	16151
CDH6.5	3	3	2	2	0	0	2
CDH7.18	2	63	15	79	0	0	0
CDH8.16	2	23	1	61	0	0	0
CDH9.5	0	0	0	0	0	0	0
CDIPT.16	7941	4081	4872	3472	1735	1862	2907
CDK10.16	3163	1322	1352	1957	1875	1252	2612
CDK2.12	2637	2879	1717	3983	2935	2833	4521
CDK2AP1.12	3782	6546	3103	4096	2951	1642	7093
CDK2AP2.11	3293	3112	3695	2678	1891	2471	2256
CDK3.17	430	348	235	577	376	180	589
CDK4.12	9306	6809	6659	5386	3103	6964	5287
CDK5.7	1027	942	736	369	857	466	1178
CDK5R1.17	166	335	282	195	199	429	179
CDK5R2.2	33	11	14	0	42	102	27
CDK5RAP1.20	1010	1162	994	1710	1313	1392	1799
CDK5RAP2.9	3199	7848	3853	9896	2755	4365	5984
CDK5RAP3.17	10007	2823	5754	3741	1846	2612	2638
CDK6.7	2919	1030	144	221	4144	4311	1783
CDK7.5	1060	577	987	882	1272	1032	584
CDK8.13	864	751	723	546	1346	543	1301
CDK9.9	3204	3173	1645	2709	2151	2494	2543
CDKAL1.6	347	547	377	632	1609	627	443
CDKL1.14	32	35	15	17	93	117	34
CDKL2.4	51	84	1	0	16	30	0
CDKL3.5	42	51	23	88	152	61	10
CDKL4.2	3	1	0	0	3	0	2
CDKL5.x	164	287	23	144	201	110	77
CDKN1A.6	14365	551	8645	2347	3544	3757	1321
CDKN1B.12	3523	5226	3403	916	1462	897	2579
CDKN1C.11	43	89	37	10	223	512	123
CDKN2A.9	41	183	271	968	3206	0	0
CDKN2AIP.4	458	1948	746	744	709	568	1291
CDKN2AIPNL.5	1252	1566	1633	1392	1142	1074	988
CDKN2B.9	3454	159	182	387	2457	0	0
CDKN2C.1	548	748	1169	1525	1601	1120	2550
CDKN2D.19	234	434	560	407	1863	941	476
CDKN3.14	776	1036	1180	3436	2631	1893	2508
CDO1.5	1	0	0	0	3	7	0
CDON.11	539	552	362	509	508	507	218
CDR1.x	19	2	12	34	0	12	0
CDR2.16	1062	1046	1757	835	1665	1030	1321
CDR2L.17	1390	2705	3319	2314	1904	1937	5167
CDRT1.17	6	9	4	0	113	30	321
CDRT15.17	1	0	0	1	1	3	5
CDRT4.17	268	493	128	258	407	630	217
CDS1.4	1113	780	1876	1297	2508	38	2444
CDS2.20	1545	1798	738	1691	2898	1894	1727
CDSN.6	1187	180	43	8	49	22	230
CDT1.16	4970	2618	1741	3515	3613	2732	5698
CDV3.3	21176	13144	11542	36078	13586	8182	20260
CDX1.5	1	0	0	0	1	0	0
CDX2.13	0	0	0	0	9	0	2
CDX4.x	0	0	0	0	0	0	0
CDY1.y	0	0	0	0	0	0	0
CDY2A.y	0	0	0	0	0	0	0
CDY2B.y	0	0	0	0	0	0	0
CDYL.6	2035	1531	1174	1017	3858	2307	3414
CDYL2.16	1251	1013	625	480	0	674	3367
CEACAM1.19	23	134	174	28	460	79	161
CEACAM16.19	4	15	9	17	9	2	5
CEACAM18.19	0	1	2	0	0	0	1
CEACAM19.19	35	215	61	54	757	170	394
CEACAM20.19	0	7	4	5	4	0	5
CEACAM21.19	0	24	0	0	0	0	2
CEACAM3.19	0	4	5	0	1	0	0
CEACAM4.19	2	12	3	0	1	0	1
CEACAM5.19	761	191	732	66	3	0	2
CEACAM6.19	427	6025	3763	350	905	1	592
CEACAM7.19	4	584	289	3	2	0	0
CEACAM8.19	1	3	1	0	1	0	0
CEBPA.19	1064	1514	2797	1051	784	15	978
CEBPB.20	5123	6718	1481	1258	7905	5736	8201
CEBPD.8	534	41	784	276	807	587	2616
CEBPE.14	4	1	0	2	0	1	0
CEBPG.19	1676	5339	2272	1998	6841	3177	2831
CEBPZ.2	2916	2912	2990	2993	7644	3049	3778
CECR1.22	18	11	253	4	6	11	8
CECR2.22	150	55	947	225	42	8	9
CECR5.22	2592	2912	3307	1469	1495	1588	1534
CECR6.22	21	61	38	10	20	35	9
CEL.9	107	51	202	33	24	20	146
CELSR1.22	16266	8216	14604	12340	4513	2454	6186
CELSR2.1	61154	2960	9597	5595	13263	2640	12751
CELSR3.3	2745	2760	1585	3626	201	759	1985
CEMP1.16	725	261	558	500	254	360	394
CEND1.11	0	12	2	1	16	1	22
CENPA.2	604	783	702	634	2353	920	2344
CENPB.20	15720	6877	4125	4793	5686	4914	10898
CENPC1.4	492	489	579	616	573	358	499
CENPE.4	1138	1984	2951	3550	5708	2838	3303
CENPF.1	3100	10289	23629	22389	21822	11676	22312
CENPH.5	324	414	765	766	671	331	658
CENPI.x	507	291	666	506	2021	407	881
CENPJ.13	779	838	758	643	904	728	1748
CENPK.5	279	284	548	910	1270	672	644
CENPL.1	661	1297	846	993	1503	685	1685
CENPM.22	555	363	368	666	657	1390	1398
CENPN.16	2121	2060	2033	3824	7809	2020	10750
CENPO.2	513	479	428	592	687	898	1067
CENPP.9	159	189	193	151	181	189	112
CENPQ.6	249	457	282	470	784	569	361
CENPT.16	2111	1386	2023	1993	593	868	5028
CENTA1.7	2130	1633	1807	1772	922	332	1781
CENTA2.17	53	38	43	155	15	61	19
CENTB1.17	49	8	19	93	8	89	80
CENTB2.3	2662	2823	3147	6844	3054	3200	4915
CENTB5.1	3113	2151	1498	1577	1891	480	1593
CENTD1.4	952	297	704	1432	1996	864	1878
CENTD2.11	4550	4963	1470	2858	3975	6136	4079
CENTD3.5	46	23	39	49	461	2184	394
CENTG1.12	1584	234	1525	263	141	312	2351
CENTG2.2	2504	3655	2557	2184	2674	1819	3903
CENTG3.7	5783	3882	1999	1542	2391	3777	3006
CEP110.9	636	1429	576	2099	753	1831	1922
CEP135.4	566	439	668	991	596	468	800
CEP152.15	570	510	764	1175	1031	776	1133
CEP164.11	2183	1070	642	1853	2229	1965	2109
CEP170.1	622	2497	1206	664	1371	1943	1496
CEP192.18	1443	2321	2194	1481	7006	1806	3790
CEP250.20	2763	19234	2429	3162	1961	6165	4110
CEP27.15	349	502	624	638	1121	520	881
CEP290.12	660	555	900	1706	572	833	267
CEP350.1	4696	2483	5946	5926	7655	2417	5462
CEP55.10	1301	1567	3107	4851	5383	4060	3250
CEP57.11	836	1905	1686	3380	3459	2172	3175
CEP63.3	965	1572	1280	1334	1803	641	1200
CEP68.2	1206	1077	625	371	741	560	720
CEP70.3	473	1245	941	2555	2309	454	2423
CEP72.5	528	623	234	331	373	567	1965
CEP76.18	418	871	633	335	1320	555	820
CEP78.9	898	570	1092	1085	1969	1170	1570
CEP97.3	442	614	473	989	1019	989	924
CEPT1.1	935	924	1453	1300	3605	916	2256
CER1.9	0	0	0	0	0	0	0
CERCAM.9	5790	3844	2521	3951	1398	2419	5477
CERK.22	1050	2589	4033	1079	3825	3645	1972
CERKL.2	22	2	11	2	0	38	10
CES1.16	3	2	86	0	146	1	7555
CES2.16	1356	2935	2257	2385	1331	1759	10179
CES3.16	50	37	324	427	56	29	42
CES7.16	1	0	0	0	1	1	0
CETN1.18	0	0	4	0	0	0	0
CETN2.x	1904	1145	1866	1225	2914	553	2007
CETN3.5	451	339	673	894	502	610	410
CETP.16	0	3	0	0	4	1	0
CFB.6	88	21	40	370	1606	304	2675
CFC1.2	0	0	0	0	0	0	0
CFC1B.2	0	0	0	0	0	0	0
CFD.19	266	61	1577	310	57	138	236
CFDP1.16	2021	1950	1260	2384	2602	1279	2949
CFH.1	0	14	11	11	0	137	7
CFHR1.1	0	0	0	0	0	0	0
CFHR2.1	0	0	0	0	0	0	0
CFHR3.1	1	4	0	44	0	0	1
CFHR4.1	0	0	0	1	3	0	3
CFHR5.1	0	0	0	4	0	0	0
CFI.4	1	4	59	0	97	1	3515
CFL1.11	50317	50347	42360	43354	37561	45007	30950
CFL2.14	675	830	236	2369	855	1304	1779
CFLAR.2	914	1231	1057	594	1458	1030	2440
CFP.x	22	17	15	20	18	3518	7
CFTR.7	0	18	0	0	1	1	0
CGA.6	12	0	200	0	5	0	2
CGB.19	2	0	0	2	0	1	3
CGB1.19	0	0	4	0	0	0	0
CGB2.19	0	0	0	0	0	0	0
CGB5.19	0	0	0	1	0	0	0
CGB7.19	11	6	6	44	0	7	101
CGB8.19	0	0	1	3	0	1	0
CGGBP1.3	4749	4515	3439	2969	3191	3412	2673
CGI-96.22	811	1223	1374	1140	2266	2975	3345
CGN.1	6847	930	2328	5720	2794	63	6034
CGNL1.15	184	1156	145	158	71	47	60
CGREF1.2	701	233	148	582	9	1	1
CGRRF1.14	454	334	252	530	297	314	418
CH25H.10	0	0	0	0	0	17	0
CHAC1.15	127	1026	43	233	626	1707	226
CHAC2.2	100	195	144	121	597	219	274
CHAD.17	46	321	81	47	64	8	81
CHAF1A.19	1200	2670	1533	2032	1908	2508	3903
CHAF1B.21	756	827	801	1555	2962	1340	2155
CHAT.10	0	0	0	2	0	0	2
CHCHD1.10	1150	835	1230	1592	1592	1184	875
CHCHD10.22	304	747	1778	853	1330	464	1189
CHCHD2.7	4074	6023	4803	7480	17067	2725	23335
CHCHD3.7	2205	1895	1418	1373	3053	2408	3163
CHCHD4.3	727	589	551	904	878	947	465
CHCHD5.2	1413	520	593	470	313	316	722
CHCHD6.3	313	329	448	354	636	514	777
CHCHD7.8	683	674	673	906	547	325	372
CHCHD8.11	2329	2736	1077	2269	2317	2130	1131
CHCHD9.9	48	88	130	4	738	47	426
CHD1.5	2465	1848	2809	2607	5261	2706	2933
CHD1L.1	2460	1176	3034	1542	3536	2057	2535
CHD2.15	6577	4351	6429	4439	4297	4467	8461
CHD3.17	16525	23313	12758	11655	9625	7497	57540
CHD4.12	24401	18824	22653	9212	19289	11481	20766
CHD5.1	873	49	76	729	75	7	73
CHD6.20	10479	2542	3740	3356	2906	2213	5811
CHD7.8	3687	2533	1621	2686	2140	1233	1309
CHD8.14	9145	11079	4493	4975	4176	3299	7173
CHD9.16	2464	1485	2004	2011	5019	1265	3216
CHDH.3	456	1029	952	797	170	26	280
CHEK1.11	521	1369	932	3613	3465	1431	1875
CHEK2.22	792	516	753	948	1168	236	755
CHERP.19	6287	3603	2572	2335	5100	3150	6532
CHFR.12	2864	1723	1344	2280	1221	1124	2097
CHGA.14	11	109	0	2	2	0	25
CHGB.20	2	9	1	4	3	0	0
CHI3L1.1	14	8	3	3	100	0	0
CHI3L2.1	1	2	2	1	242	20	89
CHIA.1	2	0	0	0	0	1	0
CHIC1.x	400	0	522	230	0	344	0
CHIC2.4	325	306	290	137	361	926	412
CHID1.11	2358	1135	727	1661	1453	2771	4389
CHIT1.1	1	5	8	0	3	0	0
CHKA.11	1715	3356	3726	2484	6906	3696	3098
CHKB.22	76	44	56	34	88	31	104
CHL1.3	0	0	0	0	0	1	0
CHM.x	910	678	1545	748	1121	882	796
CHML.1	2150	1053	3062	2038	7595	1268	19276
CHMP1A.16	10659	4884	5667	8235	4850	4286	12876
CHMP1B.18	2144	4441	1977	1088	4687	2102	3280
CHMP2A.19	3760	4390	5462	3808	2242	1641	1142
CHMP2B.3	2819	2281	2314	1865	2168	1121	1917
CHMP4A.14	2269	4228	844	1362	1015	448	748
CHMP4B.20	5140	1898	8131	6282	6272	6365	11711
CHMP4C.8	1060	1217	521	1072	666	107	724
CHMP5.9	2388	1894	2946	2059	882	1870	2256
CHMP6.17	1084	576	1123	711	427	838	908
CHMP7.8	1569	1659	2297	2101	2107	1175	974
CHN1.2	677	477	969	53	20	455	67
CHN2.7	45	149	178	46	153	166	26
CHODL.21	2	4	28	0	888	0	0
CHORDC1.11	419	682	439	1931	2353	593	982
CHP.15	3758	3458	14249	8824	9124	3655	16581
CHP2.16	3	7	13	2	1	0	0
CHPF.2	8756	2476	4997	1999	5506	4308	8683
CHPT1.12	872	946	1162	1753	688	1874	1103
CHRAC1.8	1406	1196	714	1412	1085	1482	1841
CHRD.3	301	35	14	204	6	29	11
CHRDL1.x	0	2	0	0	0	0	24
CHRDL2.11	17	3	0	3	3	1	0
CHRFAM7A.15	2	0	1	13	0	27	1
CHRM1.11	37	263	688	14	6	1	2
CHRM2.7	2	5	1	1	1	0	0
CHRM3.1	12	3	4	137	364	36	186
CHRM4.11	22	8	1	49	7	8	93
CHRM5.15	8	10	10	0	3	1	16
CHRNA1.2	1	0	0	0	0	0	12
CHRNA10.11	20	21	31	23	19	32	69
CHRNA2.8	0	8	1	0	0	0	0
CHRNA3.15	75	19	45	46	36	2	27
CHRNA4.20	2	6	3	1	0	0	2
CHRNA5.15	805	144	622	2639	1223	230	1845
CHRNA6.8	1	5	1	0	0	0	0
CHRNA7.15	1	10	14	1	0	3	11
CHRNA9.4	3	2	3	0	0	2	19
CHRNB1.17	182	136	72	143	170	1936	306
CHRNB2.1	12	11	59	18	0	5	22
CHRNB3.8	0	2	4	0	0	0	0
CHRNB4.15	89	1	15	17	0	0	4
CHRND.2	5	12	5	1	0	0	2
CHRNE.17	66	88	7	18	16	10	26
CHRNG.2	5	14	1	2	0	0	3
CHST1.11	146	68	54	86	4	19	2
CHST10.2	718	475	101	447	0	783	700
CHST11.12	215	85	291	497	992	3549	1942
CHST12.7	836	520	638	585	632	646	872
CHST13.3	0	5	0	0	4	3	12
CHST14.15	856	355	730	2367	976	1417	3626
CHST2.3	2	12	4	0	0	941	82
CHST3.10	213	871	1566	276	2623	4949	1152
CHST4.16	6	4	9	11	0	121	20
CHST5.16	32	4	10	5	6	1	0
CHST6.16	21	16	61	5	507	120	9
CHST7.x	291	17	24	180	230	502	293
CHST8.19	274	313	511	45	7	0	34
CHST9.18	0	7	13	3	34	7	0
CHSY1.15	2265	1970	2046	2242	2329	2654	1495
CHSY3.5	10	4	8	48	0	273	0
CHTF18.16	2694	1828	1884	2323	1018	1898	2989
CHUK.10	1295	1465	1815	2713	1920	1742	230
CHURC1.14	4705	1657	2276	4924	2759	772	2784
CIAO1.2	5080	3193	4086	2794	4024	2980	5408
CIAPIN1.16	1344	2165	1460	1888	2286	1667	2805
CIB1.15	4875	1072	2231	2823	1577	2412	3239
CIB2.15	16	11	145	38	47	7	1791
CIB3.19	29	18	20	7	7	0	2
CIB4.2	0	5	0	3	3	0	23
CIC.19	5969	3300	3274	2558	5072	3413	7963
CIDEA.18	1	9	4	0	2	0	0
CIDEB.14	2106	2956	1344	606	788	411	1095
CIDEC.3	12	11	4	8	1	14	20
CIITA.16	17	10	10	5	35	378	80
CILP.15	26	18	4	4	0	0	0
CILP2.19	454	34	369	66	499	121	68
CINP.14	1500	1017	1119	1853	778	788	956
CIP29.12	1198	1211	819	1824	1082	735	835
CIR.2	948	1127	1063	763	1101	806	1785
CIRBP.19	5639	14062	10716	5032	2910	1955	2163
CIRH1A.16	2858	3089	2295	3249	4143	3423	12480
CISD1.10	496	395	658	1555	1485	804	564
CISD2.4	592	631	622	456	931	674	881
CISH.3	1925	1672	1659	1275	644	24	1021
CIT.12	2922	3812	2918	6093	3221	5662	5858
CITED1.x	19	1	33	67	9	6	4
CITED2.6	7456	1378	3472	7974	3684	3795	2537
CITED4.1	2021	344	1909	1434	4559	113	99
CIZ1.9	10361	14272	4196	6062	6409	6416	23157
CKAP2.13	3170	4143	5067	5096	5118	3654	10359
CKAP2L.2	503	1178	1110	1506	2042	2974	2873
CKAP4.12	3077	2679	3957	4857	4398	9753	2144
CKAP5.11	12351	12161	10106	22107	26173	16802	14869
CKB.14	1553	95	5458	1618	1713	1409	495
CKLF.16	489	716	824	636	953	1173	2961
CKM.19	12	14	8	6	7	3	4
CKMT1A.15	72	128	508	353	143	4	624
CKMT1B.15	90	136	539	342	119	5	736
CKMT2.5	9	7	3	125	2	2	8
CKS1B.1	224	370	497	422	576	523	918
CKS2.9	2077	1164	1520	2417	3091	2010	1139
CLASP1.2	4600	3253	1883	1568	3828	3153	5203
CLASP2.3	2135	1562	1875	3062	2328	2717	2052
CLC.19	0	3	0	0	0	0	0
CLCA1.1	0	2	2	0	0	0	0
CLCA2.1	71	2851	2044	31	203	6	322
CLCA3.1	0	1	0	0	2	3	0
CLCA4.1	0	2	0	2	0	0	0
CLCC1.1	1737	1698	1187	1072	4586	1578	7671
CLCF1.11	687	168	496	56	377	512	741
CLCN1.7	4	15	3	0	11	0	0
CLCN2.3	506	777	693	737	427	683	1137
CLCN3.4	1754	5189	4135	2925	2841	3649	3775
CLCN4.x	217	164	42	250	266	3078	107
CLCN5.x	534	479	531	876	1864	685	322
CLCN6.1	1164	954	566	754	783	1211	613
CLCN7.16	8028	3417	3551	5471	1319	7933	4637
CLCNKA.1	0	50	29	11	30	0	21
CLCNKB.1	0	4	1	8	0	0	20
CLDN1.3	901	16	11304	32525	2394	425	3800
CLDN10.13	0	0	0	0	1411	0	0
CLDN11.3	12	3	18	6	31	0	12
CLDN12.7	1239	772	1078	1664	1834	1734	1086
CLDN14.21	6	2	1	0	0	6	0
CLDN15.7	241	215	87	222	105	125	149
CLDN16.3	0	5	8	62	20	1	1
CLDN17.21	0	2	0	0	0	0	0
CLDN18.3	1	5	4	1	0	2	2
CLDN19.1	15	28	1	2	4	0	0
CLDN2.x	5	27	91	19	110	129	10
CLDN20.6	4	20	3	4	14	10	14
CLDN23.8	295	208	486	116	2136	219	130
CLDN3.7	22612	2345	3586	8384	1276	57	167
CLDN4.7	18892	15624	8100	14491	8078	5351	6468
CLDN5.22	2	6	4	20	2	7	6
CLDN6.16	6	2	12	3	7	1	9
CLDN7.17	7364	5487	8108	3211	13046	812	9020
CLDN8.21	4	439	85	110	3228	0	155
CLDN9.16	3198	88	27	22	171	16	118
CLDND1.3	1168	1669	1213	1274	3120	4152	1476
CLDND2.19	11	8	22	13	13	0	28
CLEC10A.17	4	3	1	0	0	0	0
CLEC11A.19	631	124	141	120	0	104	351
CLEC12A.12	0	0	2	0	0	0	0
CLEC12B.12	0	2	0	0	0	1	0
CLEC14A.14	0	0	0	0	0	0	0
CLEC16A.16	2696	1427	2058	1976	1381	1453	2560
CLEC1A.12	0	1	0	0	10	1	18
CLEC1B.12	0	0	0	0	1	0	0
CLEC2B.12	0	0	14	159	6	230	0
CLEC2D.12	103	421	265	42	292	32	534
CLEC2L.7	0	3	11	0	1	0	591
CLEC3A.16	6	4	108	36	0	0	0
CLEC3B.3	4	16	15	2	3	40	0
CLEC4A.12	7	6	9	2	12	1	19
CLEC4C.12	2	0	2	0	0	0	0
CLEC4D.12	0	0	10	0	0	0	2
CLEC4E.12	0	0	1	0	0	0	0
CLEC4F.2	3	12	0	46	8	14	0
CLEC4G.19	0	3	4	0	2	0	0
CLEC4M.19	0	0	0	0	2	0	0
CLEC5A.7	2	4	0	0	1	0	0
CLEC6A.12	0	1	2	0	0	0	0
CLEC7A.12	2	29	36	19	333	0	41
CLEC9A.12	0	1	1	0	0	0	0
CLECL1.12	0	0	0	0	0	0	0
CLGN.4	68	94	860	104	40	1264	31
CLIC1.6	11432	9866	5441	7970	25326	26022	20096
CLIC2.x	11	21	56	3	100	105	7
CLIC3.9	4190	40	357	5682	309	259	5952
CLIC4.1	6553	11988	4060	4624	29318	15877	10879
CLIC5.6	46	4	19	2	715	213	508
CLIC6.21	82	3	1581	3050	16	1522	0
CLINT1.5	4104	4933	5666	5631	10352	3826	6264
CLIP1.12	3834	5770	3861	4746	7730	4129	8781
CLIP2.7	1201	439	379	673	1755	2380	403
CLIP3.19	290	294	81	76	254	51	82
CLIP4.2	90	29	328	0	1686	7128	1440
CLK1.2	1081	2056	1567	744	1760	798	2170
CLK2.1	1982	2870	1987	2583	1641	854	2015
CLK3.15	3258	1771	1239	1887	882	998	1483
CLK4.5	583	596	496	468	1069	369	632
CLLU1.12	0	1	0	0	0	0	0
CLLU1OS.12	0	0	0	0	0	0	0
CLMN.14	640	1654	4031	1928	1977	604	2242
CLN3.16	3538	2971	5106	3556	2148	1004	1131
CLN5.13	529	415	841	1073	684	640	335
CLN6.15	3986	2266	3170	1637	1787	2286	5544
CLN8.8	966	1509	1255	1676	738	309	619
CLNS1A.11	5123	1739	2376	4646	4037	3279	4246
CLOCK.4	1555	1934	2323	1373	3660	1669	2284
CLP1.11	356	700	319	1260	1125	714	570
CLPB.11	1440	2483	850	1957	1702	1403	1364
CLPP.19	1965	1541	1760	1744	1745	2318	2562
CLPS.6	1	7	14	21	1	0	3
CLPTM1.19	11047	6060	7755	7631	7657	5199	9418
CLPTM1L.5	6897	6298	5257	13750	9931	5829	16799
CLPX.15	2765	2295	2228	1742	2354	1245	2178
CLRN1.3	0	2	0	0	0	0	0
CLRN2.4	1	0	0	0	0	0	0
CLRN3.10	0	0	0	0	1	0	0
CLSPN.1	645	1263	1169	949	2270	1809	2043
CLSTN1.1	13940	10833	7735	7904	7287	10754	18054
CLSTN2.3	1573	1123	321	2142	28	0	831
CLSTN3.12	1537	2026	7124	1427	1186	813	4277
CLTA.9	5215	3046	4637	3166	13137	6417	5301
CLTB.5	4993	3725	2398	2739	2804	3200	7977
CLTC.17	106041	158034	56550	44651	27635	33186	35393
CLTCL1.22	248	158	444	866	443	485	114
CLU.8	8666	8646	9016	41233	2428	1850	4650
CLUAP1.16	700	607	580	719	223	172	191
CLUL1.18	13	61	41	6	16	0	14
CLYBL.13	33	101	112	148	385	26	43
CMA1.14	1	6	3	0	0	0	0
CMAS.12	1269	1902	5847	2276	2724	1045	2357
CMBL.5	3156	5422	2323	2186	9	1944	126
CMC1.3	439	352	409	369	473	333	214
CMIP.16	3139	1286	1985	1804	6016	5117	10344
CMKLR1.12	2	0	0	0	0	49	0
CMPK1.1	2873	6044	4183	2749	17397	3826	5762
CMPK2.2	208	82	32	6	478	5	18
CMTM1.16	50	80	85	46	53	75	232
CMTM2.16	2	0	1	6	3	0	10
CMTM3.16	273	435	31	2	270	1435	1108
CMTM4.16	4068	11514	12738	4872	5556	2307	14859
CMTM5.14	0	0	0	0	0	0	0
CMTM6.3	3236	616	2348	4052	7622	5689	4621
CMTM7.3	25	187	36	954	1139	4484	13
CMTM8.3	242	528	521	436	620	345	186
CMYA5.5	1801	123	373	401	2576	5	24
CNBD1.8	0	0	0	1	0	0	0
CNBP.3	12506	13109	7959	6816	14620	9246	20561
CNDP1.18	0	2	2	1	13	1	3
CNDP2.18	2708	5904	9445	7714	4713	3747	6082
CNFN.19	172	43	170	128	158	35	209
CNGA1.4	9	11	28	5	73	71	4
CNGA2.x	5	39	1	0	0	0	6
CNGA3.2	12	3	4	0	0	0	4
CNGA4.11	7	8	16	0	0	2	7
CNGB1.16	10	49	8	0	87	5	88
CNGB3.8	21	3	4	1	0	0	4
CNIH.14	4057	1905	2704	4064	3037	3049	3863
CNIH2.11	176	1122	980	780	563	16	65
CNIH3.1	10	118	71	10	26	445	2
CNIH4.1	1403	1244	3255	2489	2382	1307	1518
CNKSR1.1	1285	20	1360	1169	1438	220	1249
CNKSR2.x	0	67	42	0	85	4	226
CNKSR3.6	386	355	234	2	477	637	336
CNN1.19	16	31	11	5	27	7	11
CNN2.19	1985	229	5064	11358	8592	8766	13715
CNN3.1	10	1550	2221	10053	18937	13628	8631
CNNM1.10	802	346	46	3	151	1	1
CNNM2.10	1134	395	240	854	257	837	371
CNNM3.2	4518	1645	1854	1615	1836	1947	2234
CNNM4.2	4017	3241	4819	3300	3102	921	6955
CNO.4	834	734	498	870	322	590	950
CNOT1.16	14419	20803	20422	14401	37823	15355	38027
CNOT10.3	1333	411	952	2219	2188	1314	1537
CNOT2.12	3403	3738	4755	3217	2633	2253	3368
CNOT3.19	5659	3504	2427	2564	2337	2700	5940
CNOT4.7	1397	1674	1161	980	1519	689	2004
CNOT6.5	5337	5460	5325	5849	9891	3943	6414
CNOT6L.4	1219	1481	1773	1112	2879	866	1252
CNOT7.8	2294	2998	3491	2906	5248	1101	1670
CNOT8.5	3480	2544	2086	2456	4241	1990	2056
CNP.17	2040	1679	2210	2449	5333	5084	9971
CNPY1.7	0	3	2	0	0	0	0
CNPY2.12	3237	2237	2052	2583	1267	1195	1337
CNPY3.6	2615	2004	1392	1783	2148	2582	3791
CNPY4.7	237	682	290	413	150	216	142
CNR1.6	6	8	23	2	2	0	300
CNR2.1	4	0	4	1	2	0	0
CNRIP1.2	6	8	2	0	3	0	6
CNTD1.17	13	96	59	79	34	34	37
CNTD2.19	94	105	173	20	107	2	39
CNTF.11	0	2	3	1	2	0	0
CNTFR.9	30	41	8	99	9	0	7
CNTLN.9	20	48	66	301	592	0	379
CNTN1.12	0	308	691	12	0	30	0
